"pathway","label","padj","enrichment score"
"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_OPTN_TO_PINK_PARKIN_MEDIATED_AUTOPHAGOSOME_FORMATION","coculture","1","0.564102564102564"
"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PINK1_TO_ELECTRON_TRANSFER_IN_COMPLEX_I","coculture","1","0.772893772893773"
"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_TP53_TO_TRANSCRIPTION","coculture","1","-0.505494505494505"
"KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450","coculture","1","-0.545787545787546"
"KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","coculture","1","0.589476033236538"
"KEGG_NOTCH_SIGNALING_PATHWAY","coculture","1","-0.6996336996337"
"KEGG_NUCLEOTIDE_EXCISION_REPAIR","coculture","1","-0.505494505494505"
"KEGG_OXIDATIVE_PHOSPHORYLATION","coculture","1","0.772893772893773"
"KEGG_P53_SIGNALING_PATHWAY","coculture","1","-0.507352941176471"
"KEGG_PANCREATIC_CANCER","coculture","1","0.713235294117647"
"KEGG_PARKINSONS_DISEASE","coculture","1","0.772058823529257"
"KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION","coculture","1","0.721611721611722"
"KEGG_PATHWAYS_IN_CANCER","coculture","1","0.712177121771217"
"KEGG_PENTOSE_PHOSPHATE_PATHWAY","coculture","1","0.667896004555495"
"KEGG_PHENYLALANINE_METABOLISM","coculture","1","-0.769230769230769"
"KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM","coculture","1","-0.683823529411765"
"KEGG_PRIMARY_IMMUNODEFICIENCY","coculture","1","-0.80952380952381"
"KEGG_PRION_DISEASES","coculture","1","-0.6875"
"KEGG_PROPANOATE_METABOLISM","coculture","1","0.633699633699634"
"KEGG_PROTEASOME","coculture","1","-0.703296703296703"
"KEGG_PURINE_METABOLISM","coculture","1","0.599232867866033"
"KEGG_PYRIMIDINE_METABOLISM","coculture","1","0.552723492529922"
"KEGG_PYRUVATE_METABOLISM","coculture","1","0.633699633699634"
"KEGG_REGULATION_OF_ACTIN_CYTOSKELETON","coculture","1","0.714285714285714"
"KEGG_RIBOSOME","coculture","1","0.582686775634845"
"KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY","coculture","1","0.596290707366818"
"KEGG_RNA_DEGRADATION","coculture","1","-0.501831501831502"
"KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT","coculture","1","-0.732600732600733"
"KEGG_STARCH_AND_SUCROSE_METABOLISM","coculture","1","-0.761904761904762"
"KEGG_STEROID_BIOSYNTHESIS","coculture","1","-0.567765567765568"
"KEGG_STEROID_HORMONE_BIOSYNTHESIS","coculture","1","0.615384615384615"
"KEGG_SULFUR_METABOLISM","coculture","1","-0.593406593406593"
"KEGG_TIGHT_JUNCTION","coculture","1","-0.582417582417582"
"KEGG_TYPE_I_DIABETES_MELLITUS","coculture","1","0.498004380135829"
"KEGG_TYROSINE_METABOLISM","coculture","1","-0.769230769230769"
"KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS","coculture","1","-0.507352941176471"
"KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION","coculture","1","0.602941176470085"
"KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION","coculture","1","0.586080586080586"
"KEGG_VEGF_SIGNALING_PATHWAY","coculture","1","0.714285714285714"
"KEGG_VIRAL_MYOCARDITIS","coculture","1","0.528711566813772"
"KEGG_WNT_SIGNALING_PATHWAY","coculture","1","0.714285714285714"
"KERLEY_RESPONSE_TO_CISPLATIN_UP","coculture","1","-0.507352941176471"
"KIM_ALL_DISORDERS_CALB1_CORR_UP","coculture","1","0.617341068533704"
"KIM_ALL_DISORDERS_OLIGODENDROCYTE_NUMBER_CORR_UP","coculture","1","0.637339491665548"
"KIM_BIPOLAR_DISORDER_OLIGODENDROCYTE_DENSITY_CORR_DN","coculture","1","0.783088235294118"
"KIM_BIPOLAR_DISORDER_OLIGODENDROCYTE_DENSITY_CORR_UP","coculture","1","0.672822921004403"
"KIM_GASTRIC_CANCER_CHEMOSENSITIVITY","coculture","1","0.808823529411765"
"KIM_HYPOXIA","coculture","1","0.591034480739668"
"KIM_LIVER_CANCER_POOR_SURVIVAL_UP","coculture","1","0.677655677655678"
"KIM_LRRC3B_TARGETS","coculture","1","0.518936554805638"
"KIM_MYCL1_AMPLIFICATION_TARGETS_UP","coculture","1","-0.58974358974359"
"KIM_MYCN_AMPLIFICATION_TARGETS_DN","coculture","1","0.525393610682057"
"KIM_MYC_AMPLIFICATION_TARGETS_DN","coculture","1","0.713664432135987"
"KIM_MYC_AMPLIFICATION_TARGETS_UP","coculture","1","0.668840440795963"
"KIM_WT1_TARGETS_12HR_DN","coculture","1","0.580252449399593"
"KIM_WT1_TARGETS_8HR_DN","coculture","1","0.512430879076953"
"KIM_WT1_TARGETS_DN","coculture","1","0.716069192855292"
"KIM_WT1_TARGETS_UP","coculture","1","0.614956903117155"
"KINSEY_TARGETS_OF_EWSR1_FLII_FUSION_DN","coculture","1","0.684048922114842"
"KINSEY_TARGETS_OF_EWSR1_FLII_FUSION_UP","coculture","1","0.699447621499584"
"KLEIN_PRIMARY_EFFUSION_LYMPHOMA_UP","coculture","1","-0.558823529411765"
"KOBAYASHI_EGFR_SIGNALING_24HR_DN","coculture","1","0.718895699572294"
"KOBAYASHI_EGFR_SIGNALING_24HR_UP","coculture","1","0.742647058823529"
"KOBAYASHI_EGFR_SIGNALING_6HR_DN","coculture","1","0.715743729058362"
"KOINUMA_COLON_CANCER_MSI_UP","coculture","1","-0.647058823529412"
"KOKKINAKIS_METHIONINE_DEPRIVATION_48HR_UP","coculture","1","0.796219829127891"
"KOKKINAKIS_METHIONINE_DEPRIVATION_96HR_DN","coculture","1","0.792954951590472"
"KONDO_EZH2_TARGETS","coculture","1","0.647541482588513"
"KONDO_HYPOXIA","coculture","1","0.798534798534799"
"KONG_E2F3_TARGETS","coculture","1","0.776556776556777"
"KORKOLA_EMBRYONAL_CARCINOMA_UP","coculture","1","-0.622710622710623"
"KORKOLA_SEMINOMA_UP","coculture","1","-0.622710622710623"
"KORKOLA_TERATOMA","coculture","1","-0.772893772893773"
"KORKOLA_TERATOMA_UP","coculture","1","-0.73992673992674"
"KORKOLA_YOLK_SAC_TUMOR","coculture","1","-0.813186813186813"
"KORKOLA_YOLK_SAC_TUMOR_UP","coculture","1","-0.73992673992674"
"KOYAMA_SEMA3B_TARGETS_UP","coculture","1","0.568400059108083"
"KRIEG_HYPOXIA_NOT_VIA_KDM3A","coculture","1","0.614528270824222"
"KRIEG_HYPOXIA_VIA_KDM3A","coculture","1","-0.606617647058823"
"KRIGE_RESPONSE_TO_TOSEDOSTAT_24HR_DN","coculture","1","0.71601603316545"
"KRIGE_RESPONSE_TO_TOSEDOSTAT_6HR_DN","coculture","1","0.621071271241114"
"KUMAMOTO_RESPONSE_TO_NUTLIN_3A_UP","coculture","1","-0.516483516483517"
"KUMAR_AUTOPHAGY_NETWORK","coculture","1","0.692307692307692"
"KUMAR_PATHOGEN_LOAD_BY_MACROPHAGES","coculture","1","0.693617715055251"
"KUMAR_TARGETS_OF_MLL_AF9_FUSION","coculture","1","0.546991501538634"
"KUNINGER_IGF1_VS_PDGFB_TARGETS_DN","coculture","1","-0.571428571428571"
"KUROKAWA_LIVER_CANCER_EARLY_RECURRENCE_DN","coculture","1","-0.5"
"KUROZUMI_RESPONSE_TO_ONCOCYTIC_VIRUS","coculture","1","-0.80952380952381"
"KYNG_DNA_DAMAGE_BY_4NQO","coculture","1","0.701476852368658"
"KYNG_DNA_DAMAGE_BY_4NQO_OR_GAMMA_RADIATION","coculture","1","-0.772893772893773"
"KYNG_DNA_DAMAGE_BY_UV","coculture","1","-0.56043956043956"
"KYNG_DNA_DAMAGE_UP","coculture","1","0.693682462842111"
"KYNG_ENVIRONMENTAL_STRESS_RESPONSE_NOT_BY_GAMMA_IN_WS","coculture","1","0.513281917738406"
"KYNG_ENVIRONMENTAL_STRESS_RESPONSE_NOT_BY_UV_IN_OLD","coculture","1","0.516483516483516"
"KYNG_ENVIRONMENTAL_STRESS_RESPONSE_NOT_BY_UV_IN_WS","coculture","1","-0.684981684981685"
"KYNG_NORMAL_AGING_UP","coculture","1","-0.750915750915751"
"KYNG_WERNER_SYNDROM_AND_NORMAL_AGING_DN","coculture","1","0.57272730471328"
"KYNG_WERNER_SYNDROM_UP","coculture","1","-0.750915750915751"
"LAIHO_COLORECTAL_CANCER_SERRATED_UP","coculture","1","0.51474042391826"
"LAMB_CCND1_TARGETS","coculture","1","0.567765567765568"
"LANDIS_BREAST_CANCER_PROGRESSION_UP","coculture","1","0.669117647058824"
"LANDIS_ERBB2_BREAST_PRENEOPLASTIC_DN","coculture","1","-0.566176470588235"
"LANDIS_ERBB2_BREAST_PRENEOPLASTIC_UP","coculture","1","0.681318681318681"
"LANDIS_ERBB2_BREAST_TUMORS_324_UP","coculture","1","0.660890704493414"
"LANDIS_ERBB2_BREAST_TUMORS_65_UP","coculture","1","0.669282490737046"
"LASTOWSKA_NEUROBLASTOMA_COPY_NUMBER_DN","coculture","1","0.737251408072463"
"LAU_APOPTOSIS_CDKN2A_DN","coculture","1","-0.776556776556777"
"LA_MEN1_TARGETS","coculture","1","0.644688644688645"
"LEE_AGING_MUSCLE_DN","coculture","1","0.56043956043956"
"LEE_BMP2_TARGETS_DN","coculture","1","0.66794928087731"
"LEE_BMP2_TARGETS_UP","coculture","1","0.65377019931491"
"LEE_CALORIE_RESTRICTION_MUSCLE_UP","coculture","1","0.636104005525569"
"LEE_DIFFERENTIATING_T_LYMPHOCYTE","coculture","1","0.58248635200178"
"LEE_EARLY_T_LYMPHOCYTE_DN","coculture","1","0.588314358645462"
"LEE_INTRATHYMIC_T_PROGENITOR","coculture","1","-0.582417582417582"
"LEE_LIVER_CANCER_ACOX1_UP","coculture","1","0.494940260527975"
"LEE_LIVER_CANCER_CIPROFIBRATE_UP","coculture","1","-0.520295202952029"
"LEE_LIVER_CANCER_MYC_DN","coculture","1","0.724264705860816"
"LEE_LIVER_CANCER_MYC_E2F1_DN","coculture","1","0.724264705860816"
"LEE_LIVER_CANCER_MYC_TGFA_DN","coculture","1","0.725274725274725"
"LEE_LIVER_CANCER_SURVIVAL_DN","coculture","1","0.560071576006418"
"LEE_METASTASIS_AND_ALTERNATIVE_SPLICING_DN","coculture","1","0.781211665225701"
"LEE_METASTASIS_AND_ALTERNATIVE_SPLICING_UP","coculture","1","0.566176470588235"
"LEE_NEURAL_CREST_STEM_CELL_DN","coculture","1","-0.51685393258427"
"LEE_NEURAL_CREST_STEM_CELL_UP","coculture","1","0.56043956043956"
"LEE_RECENT_THYMIC_EMIGRANT","coculture","1","0.613776573793464"
"LEE_SP4_THYMOCYTE","coculture","1","-0.654411764705882"
"LEE_TARGETS_OF_PTCH1_AND_SUFU_UP","coculture","1","0.749055026824037"
"LEIN_ASTROCYTE_MARKERS","coculture","1","0.665441176461901"
"LEIN_CHOROID_PLEXUS_MARKERS","coculture","1","0.633861738668042"
"LEIN_LOCALIZED_TO_PROXIMAL_DENDRITES","coculture","1","0.531135531135531"
"LEIN_MIDBRAIN_MARKERS","coculture","1","0.666666666666667"
"LEI_HOXC8_TARGETS_UP","coculture","1","-0.512820512820513"
"LENAOUR_DENDRITIC_CELL_MATURATION_DN","coculture","1","0.507055289301302"
"LENAOUR_DENDRITIC_CELL_MATURATION_UP","coculture","1","0.690816338221223"
"LEONARD_HYPOXIA","coculture","1","0.625950953546208"
"LE_EGR2_TARGETS_UP","coculture","1","0.597785977859779"
"LE_SKI_TARGETS_UP","coculture","1","0.619047619047619"
"LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_LARGE_VS_TINY_DN","coculture","1","0.775734640088732"
"LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_LARGE_VS_TINY_UP","coculture","1","-0.551470588235294"
"LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_QTL","coculture","1","-0.765567765567766"
"LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_SMALL_VS_HUGE_DN","coculture","1","0.503668642079705"
"LIAN_LIPA_TARGETS_6M","coculture","1","0.644688644688645"
"LIAO_HAVE_SOX4_BINDING_SITES","coculture","1","0.63003663003663"
"LIAO_METASTASIS","coculture","1","0.619385844603552"
"LIM_MAMMARY_LUMINAL_MATURE_UP","coculture","1","0.794117647058824"
"LIM_MAMMARY_STEM_CELL_DN","coculture","1","0.703094348042956"
"LIM_MAMMARY_STEM_CELL_UP","coculture","1","0.708740012051391"
"LINDGREN_BLADDER_CANCER_CLUSTER_1_DN","coculture","1","0.51650484496438"
"LINDGREN_BLADDER_CANCER_CLUSTER_1_UP","coculture","1","0.559633743850127"
"LINDGREN_BLADDER_CANCER_CLUSTER_2A_DN","coculture","1","0.642066414231417"
"LINDGREN_BLADDER_CANCER_CLUSTER_2B","coculture","1","0.672283344416519"
"LINDGREN_BLADDER_CANCER_CLUSTER_3_DN","coculture","1","0.766428054986276"
"LINDGREN_BLADDER_CANCER_CLUSTER_3_UP","coculture","1","-0.683823529411765"
"LINDGREN_BLADDER_CANCER_HIGH_RECURRENCE","coculture","1","-0.73992673992674"
"LINDSTEDT_DENDRITIC_CELL_MATURATION_B","coculture","1","0.564102564102564"
"LINDVALL_IMMORTALIZED_BY_TERT_DN","coculture","1","0.564571538246345"
"LINDVALL_IMMORTALIZED_BY_TERT_UP","coculture","1","0.578754578754579"
"LINSLEY_MIR16_TARGETS","coculture","1","-0.606617647058823"
"LIN_MELANOMA_COPY_NUMBER_DN","coculture","1","-0.716911764705882"
"LIN_NPAS4_TARGETS_DN","coculture","1","0.590174552405697"
"LIN_TUMOR_ESCAPE_FROM_IMMUNE_ATTACK","coculture","1","-0.80952380952381"
"LIU_BREAST_CANCER","coculture","1","0.721611721611722"
"LIU_CMYB_TARGETS_DN","coculture","1","-0.58974358974359"
"LIU_COMMON_CANCER_GENES","coculture","1","0.619863294053269"
"LIU_NASOPHARYNGEAL_CARCINOMA","coculture","1","0.501831501831502"
"LIU_PROSTATE_CANCER_DN","coculture","1","0.623819956372553"
"LIU_SMARCA4_TARGETS","coculture","1","0.562954413319896"
"LIU_SOX4_TARGETS_DN","coculture","1","0.604305818516833"
"LIU_SOX4_TARGETS_UP","coculture","1","0.794117578047493"
"LIU_VMYB_TARGETS_UP","coculture","1","0.562584762290769"
"LI_AMPLIFIED_IN_LUNG_CANCER","coculture","1","0.599479290827427"
"LI_CISPLATIN_RESISTANCE_UP","coculture","1","-0.805860805860806"
"LI_DCP2_BOUND_MRNA","coculture","1","0.732711162108574"
"LI_INDUCED_T_TO_NATURAL_KILLER_UP","coculture","1","0.621481065057749"
"LI_LUNG_CANCER","coculture","1","0.692307692307692"
"LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_DN","coculture","1","0.741086025034953"
"LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_UP","coculture","1","0.528044142780493"
"LOCKWOOD_AMPLIFIED_IN_LUNG_CANCER","coculture","1","0.714243436292884"
"LOPEZ_MBD_TARGETS","coculture","1","0.624273149400375"
"LOPEZ_MESOTHELIOMA_SURVIVAL_UP","coculture","1","0.791208791208791"
"LUI_TARGETS_OF_PAX8_PPARG_FUSION","coculture","1","0.770913386226067"
"LUI_THYROID_CANCER_CLUSTER_3","coculture","1","0.771218064887022"
"LUI_THYROID_CANCER_CLUSTER_4","coculture","1","-0.516483516483517"
"LUI_THYROID_CANCER_CLUSTER_5","coculture","1","-0.681318681318681"
"LUI_THYROID_CANCER_PAX8_PPARG_DN","coculture","1","0.770902303550138"
"LU_EZH2_TARGETS_DN","coculture","1","0.6349583411463"
"LU_IL4_SIGNALING","coculture","1","0.625451576092736"
"LU_TUMOR_ANGIOGENESIS_UP","coculture","1","0.621323529411765"
"LU_TUMOR_VASCULATURE_DN","coculture","1","-0.805860805860806"
"LY_AGING_PREMATURE_DN","coculture","1","-0.776556776556777"
"MACAEVA_PBMC_RESPONSE_TO_IR","coculture","1","0.584595000443829"
"MAGRANGEAS_MULTIPLE_MYELOMA_IGG_VS_IGA_DN","coculture","1","0.769230769230769"
"MAGRANGEAS_MULTIPLE_MYELOMA_IGLL_VS_IGLK_DN","coculture","1","-0.783882783882784"
"MAGRANGEAS_MULTIPLE_MYELOMA_IGLL_VS_IGLK_UP","coculture","1","-0.650735294117647"
"MAHAJAN_RESPONSE_TO_IL1A_UP","coculture","1","0.597785880063766"
"MAINA_HYPOXIA_VHL_TARGETS_UP","coculture","1","-0.512820512820513"
"MAINA_VHL_TARGETS_DN","coculture","1","0.771020703717511"
"MALIK_REPRESSED_BY_ESTROGEN","coculture","1","-0.754578754578755"
"MALONEY_RESPONSE_TO_17AAG_DN","coculture","1","0.632352941129783"
"MALONEY_RESPONSE_TO_17AAG_UP","coculture","1","-0.520295202952029"
"MANALO_HYPOXIA_UP","coculture","1","0.712297555165564"
"MANNE_COVID19_COMBINED_COHORT_VS_HEALTHY_DONOR_PLATELETS_UP","coculture","1","0.655084676249113"
"MANNE_COVID19_ICU_VS_HEALTHY_DONOR_PLATELETS_UP","coculture","1","0.705993685322351"
"MANNE_COVID19_NONICU_VS_HEALTHY_DONOR_PLATELETS_DN","coculture","1","0.800752990985265"
"MANNE_COVID19_NONICU_VS_HEALTHY_DONOR_PLATELETS_UP","coculture","1","0.536883454758365"
"MANN_RESPONSE_TO_AMIFOSTINE_UP","coculture","1","-0.507352941176471"
"MARCHINI_TRABECTEDIN_RESISTANCE_DN","coculture","1","0.483734399334328"
"MARIADASON_RESPONSE_TO_BUTYRATE_SULINDAC_6","coculture","1","0.636024529221954"
"MARKEY_RB1_ACUTE_LOF_DN","coculture","1","0.46751670806405"
"MARKEY_RB1_CHRONIC_LOF_UP","coculture","1","-0.518382352941177"
"MARKS_ACETYLATED_NON_HISTONE_PROTEINS","coculture","1","0.769230769230769"
"MARKS_HDAC_TARGETS_UP","coculture","1","0.794117647058824"
"MARSON_BOUND_BY_E2F4_UNSTIMULATED","coculture","1","0.751799114625479"
"MARSON_BOUND_BY_FOXP3_STIMULATED","coculture","1","0.705194188725059"
"MARSON_BOUND_BY_FOXP3_UNSTIMULATED","coculture","1","0.674993833158371"
"MARSON_FOXP3_CORE_DIRECT_TARGETS","coculture","1","-0.573529411764706"
"MARSON_FOXP3_TARGETS_DN","coculture","1","-0.573529411764706"
"MARSON_FOXP3_TARGETS_STIMULATED_DN","coculture","1","-0.536764705882353"
"MARSON_FOXP3_TARGETS_STIMULATED_UP","coculture","1","0.549450549450549"
"MARTENS_BOUND_BY_PML_RARA_FUSION","coculture","1","0.597104028132096"
"MARTENS_TRETINOIN_RESPONSE_DN","coculture","1","0.65535378375697"
"MARTENS_TRETINOIN_RESPONSE_UP","coculture","1","0.697206935967196"
"MARTINEZ_RB1_AND_TP53_TARGETS_DN","coculture","1","0.583345080921551"
"MARTINEZ_RB1_AND_TP53_TARGETS_UP","coculture","1","0.531834512894293"
"MARTINEZ_RB1_TARGETS_DN","coculture","1","0.632367848398741"
"MARTINEZ_RB1_TARGETS_UP","coculture","1","0.491693804383603"
"MARTINEZ_RESPONSE_TO_TRABECTEDIN_UP","coculture","1","0.607714744531437"
"MARTINEZ_TP53_TARGETS_DN","coculture","1","0.515010886576017"
"MARTINEZ_TP53_TARGETS_UP","coculture","1","0.627695791014444"
"MARTIN_NFKB_TARGETS_UP","coculture","1","-0.571428571428571"
"MARTIN_VIRAL_GPCR_SIGNALING_DN","coculture","1","0.501831501831502"
"MARTIN_VIRAL_GPCR_SIGNALING_UP","coculture","1","0.681318681318681"
"MARTORIATI_MDM4_TARGETS_FETAL_LIVER_DN","coculture","1","0.800738007378845"
"MARTORIATI_MDM4_TARGETS_FETAL_LIVER_UP","coculture","1","0.562364076175755"
"MARTORIATI_MDM4_TARGETS_NEUROEPITHELIUM_UP","coculture","1","0.544329761840809"
"MARZEC_IL2_SIGNALING_DN","coculture","1","-0.56043956043956"
"MARZEC_IL2_SIGNALING_UP","coculture","1","0.789204217865557"
"MASSARWEH_RESPONSE_TO_ESTRADIOL","coculture","1","-0.58974358974359"
"MASSARWEH_TAMOXIFEN_RESISTANCE_DN","coculture","1","0.765134609537946"
"MASSARWEH_TAMOXIFEN_RESISTANCE_UP","coculture","1","0.703535556360952"
"MATSUDA_NATURAL_KILLER_DIFFERENTIATION","coculture","1","0.6170824609015"
"MATZUK_LUTEAL_GENES","coculture","1","-0.772893772893773"
"MATZUK_PREOVULATORY_FOLLICLE","coculture","1","-0.684981684981685"
"MAYBURD_RESPONSE_TO_L663536_DN","coculture","1","0.503676470588235"
"MA_MYELOID_DIFFERENTIATION_DN","coculture","1","0.596420645861866"
"MA_MYELOID_DIFFERENTIATION_UP","coculture","1","0.516483516483516"
"MA_RAT_AGING_UP","coculture","1","0.644268405775026"
"MCBRYAN_PUBERTAL_BREAST_3_4WK_DN","coculture","1","0.761029411764706"
"MCBRYAN_PUBERTAL_BREAST_3_4WK_UP","coculture","1","0.681501158180524"
"MCBRYAN_PUBERTAL_BREAST_4_5WK_UP","coculture","1","0.618530748868231"
"MCBRYAN_PUBERTAL_BREAST_5_6WK_UP","coculture","1","0.674921509939405"
"MCBRYAN_PUBERTAL_BREAST_6_7WK_DN","coculture","1","0.749437100552834"
"MCBRYAN_PUBERTAL_TGFB1_TARGETS_DN","coculture","1","-0.632352941176471"
"MCBRYAN_PUBERTAL_TGFB1_TARGETS_UP","coculture","1","0.768624610006219"
"MCCLUNG_COCAIN_REWARD_4WK","coculture","1","0.630416394113833"
"MCCLUNG_CREB1_TARGETS_UP","coculture","1","0.580882352941175"
"MCCLUNG_DELTA_FOSB_TARGETS_8WK","coculture","1","0.52941176456042"
"MCGARVEY_SILENCED_BY_METHYLATION_IN_COLON_CANCER","coculture","1","-0.547794117647059"
"MCLACHLAN_DENTAL_CARIES_UP","coculture","1","0.564841634369831"
"MCMURRAY_TP53_HRAS_COOPERATION_RESPONSE_DN","coculture","1","0.588401095882137"
"MCMURRAY_TP53_HRAS_COOPERATION_RESPONSE_UP","coculture","1","0.523809523809524"
"MEBARKI_HCC_PROGENITOR_FZD8CRD_UP","coculture","1","0.76935816544616"
"MEDINA_SMARCA4_TARGETS","coculture","1","0.797794117647059"
"MEINHOLD_OVARIAN_CANCER_LOW_GRADE_UP","coculture","1","0.802197802197802"
"MEISSNER_BRAIN_HCP_WITH_H3K27ME3","coculture","1","0.695970695970696"
"MEISSNER_NPC_HCP_WITH_H3K27ME3","coculture","1","0.695970695970696"
"MEISSNER_NPC_HCP_WITH_H3K4ME2","coculture","1","0.657596667011893"
"MEISSNER_NPC_HCP_WITH_H3K4ME3_AND_H3K27ME3","coculture","1","-0.516483516483517"
"MEISSNER_NPC_HCP_WITH_H3_UNMETHYLATED","coculture","1","0.651335559084263"
"MELLMAN_TUT1_TARGETS_DN","coculture","1","0.712177121764695"
"MENSE_HYPOXIA_UP","coculture","1","0.620031674759405"
"MIKKELSEN_DEDIFFERENTIATED_STATE_UP","coculture","1","0.681318681318681"
"MIKKELSEN_ES_ICP_WITH_H3K27ME3","coculture","1","-0.586080586080586"
"MIKKELSEN_ES_ICP_WITH_H3K4ME3","coculture","1","0.686193615664864"
"MIKKELSEN_ES_ICP_WITH_H3K4ME3_AND_H3K27ME3","coculture","1","0.799829009458485"
"MIKKELSEN_ES_LCP_WITH_H3K4ME3","coculture","1","0.536654280490942"
"MIKKELSEN_ES_LCP_WITH_H3K4ME3_AND_H3K27ME3","coculture","1","0.78021978021978"
"MIKKELSEN_IPS_ICP_WITH_H3K4ME3_AND_H327ME3","coculture","1","0.799829009458485"
"MIKKELSEN_IPS_LCP_WITH_H3K4ME3","coculture","1","0.52802538078987"
"MIKKELSEN_IPS_LCP_WITH_H3K4ME3_AND_H3K27ME3","coculture","1","0.78021978021978"
"MIKKELSEN_MCV6_LCP_WITH_H3K4ME3","coculture","1","0.746822957042166"
"MIKKELSEN_MEF_HCP_WITH_H3K27ME3","coculture","1","0.673100871347459"
"MIKKELSEN_MEF_HCP_WITH_H3_UNMETHYLATED","coculture","1","0.555147058793431"
"MIKKELSEN_MEF_ICP_WITH_H3K27ME3","coculture","1","0.643382352941176"
"MIKKELSEN_MEF_LCP_WITH_H3K27ME3","coculture","1","0.78021978021978"
"MIKKELSEN_MEF_LCP_WITH_H3K4ME3","coculture","1","0.704947905127643"
"MIKKELSEN_NPC_HCP_WITH_H3K27ME3","coculture","1","0.695970695970696"
"MIKKELSEN_NPC_LCP_WITH_H3K4ME3","coculture","1","-0.648351648351648"
"MILI_PSEUDOPODIA","coculture","1","0.710529761296223"
"MILI_PSEUDOPODIA_CHEMOTAXIS_DN","coculture","1","0.658010635547384"
"MILI_PSEUDOPODIA_CHEMOTAXIS_UP","coculture","1","0.710529761296223"
"MILI_PSEUDOPODIA_HAPTOTAXIS_DN","coculture","1","0.739990285115612"
"MILI_PSEUDOPODIA_HAPTOTAXIS_UP","coculture","1","0.524326997056197"
"MISHRA_CARCINOMA_ASSOCIATED_FIBROBLAST_DN","coculture","1","-0.63003663003663"
"MITSIADES_RESPONSE_TO_APLIDIN_DN","coculture","1","0.651851178841345"
"MITSIADES_RESPONSE_TO_APLIDIN_UP","coculture","1","0.701042295741876"
"MIYAGAWA_TARGETS_OF_EWSR1_ETS_FUSIONS_UP","coculture","1","0.674812649690491"
"MMS_MOUSE_LYMPH_HIGH_4HRS_UP","coculture","1","0.545787545787546"
"MODY_HIPPOCAMPUS_NEONATAL","coculture","1","0.63003663003663"
"MODY_HIPPOCAMPUS_POSTNATAL","coculture","1","0.676470342924232"
"MODY_HIPPOCAMPUS_PRENATAL","coculture","1","0.617273459529391"
"MOHANKUMAR_HOXA1_TARGETS_DN","coculture","1","-0.577777777777778"
"MOHANKUMAR_HOXA1_TARGETS_UP","coculture","1","0.7681604079658"
"MOLENAAR_TARGETS_OF_CCND1_AND_CDK4_UP","coculture","1","-0.567765567765568"
"MONNIER_POSTRADIATION_TUMOR_ESCAPE_DN","coculture","1","0.651999227297011"
"MONNIER_POSTRADIATION_TUMOR_ESCAPE_UP","coculture","1","0.776491209173838"
"MOOTHA_GLUCONEOGENESIS","coculture","1","0.639404855129529"
"MOOTHA_GLYCOLYSIS","coculture","1","0.670369937741188"
"MOOTHA_MITOCHONDRIA","coculture","1","0.646002940671704"
"MOOTHA_PGC","coculture","1","0.554032130083891"
"MOREAUX_B_LYMPHOCYTE_MATURATION_BY_TACI_UP","coculture","1","-0.611721611721612"
"MOREIRA_RESPONSE_TO_TSA_UP","coculture","1","-0.769230769230769"
"MORI_EMU_MYC_LYMPHOMA_BY_ONSET_TIME_DN","coculture","1","-0.754578754578755"
"MORI_EMU_MYC_LYMPHOMA_BY_ONSET_TIME_UP","coculture","1","0.80952380952381"
"MORI_IMMATURE_B_LYMPHOCYTE_UP","coculture","1","-0.573529411764706"
"MORI_MATURE_B_LYMPHOCYTE_UP","coculture","1","0.58888854165334"
"MORI_SMALL_PRE_BII_LYMPHOCYTE_DN","coculture","1","0.702109064642278"
"MOTAMED_RESPONSE_TO_ANDROGEN_UP","coculture","1","0.531135531135531"
"MUELLER_COMMON_TARGETS_OF_AML_FUSIONS_UP","coculture","1","0.578754578754579"
"MULLIGHAN_MLL_SIGNATURE_1_UP","coculture","1","0.754487125708422"
"MULLIGHAN_MLL_SIGNATURE_2_UP","coculture","1","0.754440598466479"
"MULLIGHAN_NPM1_MUTATED_SIGNATURE_2_DN","coculture","1","0.691747677110961"
"MULLIGHAN_NPM1_MUTATED_SIGNATURE_2_UP","coculture","1","-0.564575645756458"
